customer_id,merchant_category,amount
C00026,Fuel,7722.9400000000005
C00026,Groceries,4749.099999999999
C00026,Healthcare,66985.09
C00026,Travel,56536.36
C00027,Bills & Utilities,5508.35
C00027,Dining,4436.76
C00027,Electronics,58065.0
C00027,Entertainment,10669.07
C00027,Fashion,30402.52
C00027,Fuel,16679.27
C00027,Groceries,1900.46
C00027,Healthcare,16323.79
C00027,Online Shopping,46612.59
C00027,Travel,35805.85
C00028,Bills & Utilities,18257.079999999998
C00028,Dining,781.16
C00028,Electronics,53447.28
C00028,Entertainment,7410.09
C00028,Fashion,17363.96
C00028,Fuel,3823.16
C00028,Groceries,8434.34
C00028,Healthcare,26944.3
C00028,Online Shopping,50662.72
C00028,Travel,137129.11
C00029,Bills & Utilities,9692.74
C00029,Dining,4126.72
C00029,Electronics,130527.6
C00029,Entertainment,11039.789999999999
C00029,Fashion,23254.6
C00029,Fuel,9473.34
C00029,Groceries,4421.28
C00029,Healthcare,51629.53
C00029,Online Shopping,57005.49
C00029,Travel,44463.28
C00030,Bills & Utilities,6137.5199999999995
C00030,Dining,5412.1
C00030,Electronics,158615.26
C00030,Entertainment,332.26
C00030,Fashion,25128.98
C00030,Fuel,15493.14
C00030,Groceries,3984.08
C00030,Healthcare,23899.52
C00030,Online Shopping,32757.530000000002
C00030,Travel,43469.42
C00031,Dining,3667.02
C00031,Electronics,99337.4
C00031,Entertainment,4327.68
C00031,Fashion,21536.96
C00031,Groceries,2105.54
C00031,Healthcare,40688.71
C00031,Online Shopping,57003.47
C00031,Travel,87082.6
C00032,Bills & Utilities,12160.119999999999
C00032,Dining,4631.18
C00032,Electronics,63786.770000000004
C00032,Entertainment,8001.6900000000005
C00032,Fashion,48587.71
C00032,Fuel,11295.630000000001
C00032,Groceries,3054.16
C00032,Healthcare,48401.3
C00032,Online Shopping,14303.73
C00032,Travel,39867.83
C00033,Bills & Utilities,12237.08
C00033,Dining,2495.61
C00033,Electronics,35765.56
C00033,Fashion,33395.37
C00033,Fuel,3804.52
C00033,Groceries,2838.06
C00033,Healthcare,14951.5
C00033,Online Shopping,17178.27
C00033,Travel,70114.63
C00034,Bills & Utilities,6854.8
C00034,Dining,4779.83
C00034,Electronics,167132.01
C00034,Entertainment,5175.27
C00034,Fashion,26609.719999999998
C00034,Fuel,14562.77
C00034,Healthcare,21078.54
C00034,Online Shopping,87710.19
C00034,Travel,65999.87
C00035,Bills & Utilities,11631.16
C00035,Dining,5801.29
C00035,Electronics,179637.86
C00035,Entertainment,2989.91
C00035,Fashion,25353.43
C00035,Fuel,11875.67
C00035,Groceries,11621.25
C00035,Healthcare,67272.83
C00035,Online Shopping,39095.11
C00035,Travel,14910.15
C00036,Bills & Utilities,14701.05
C00036,Dining,3727.33
C00036,Electronics,142325.46
C00036,Entertainment,5027.13
C00036,Fashion,15649.33
C00036,Fuel,11372.52
C00036,Groceries,8236.9
C00036,Healthcare,46444.380000000005
C00036,Online Shopping,57913.89
C00036,Travel,151178.08000000002
C00037,Bills & Utilities,29075.129999999997
C00037,Dining,1750.3
C00037,Electronics,169830.45
C00037,Entertainment,6512.76
C00037,Fashion,15090.800000000001
C00037,Fuel,7708.639999999999
C00037,Groceries,4881.58
C00037,Healthcare,36718.04
C00037,Online Shopping,32283.379999999997
C00037,Travel,39056.68
C00038,Bills & Utilities,20145.21
C00038,Dining,1333.32
C00038,Electronics,85693.4
C00038,Entertainment,6815.25
C00038,Fashion,29517.260000000002
C00038,Fuel,2207.29
C00038,Groceries,1176.89
C00038,Healthcare,29298.55
C00038,Online Shopping,30205.65
C00038,Travel,98928.0
C00039,Bills & Utilities,16425.48
C00039,Dining,10336.130000000001
C00039,Electronics,44165.16
C00039,Entertainment,1417.45
C00039,Fashion,20001.379999999997
C00039,Fuel,6539.38
C00039,Groceries,7440.9400000000005
C00039,Healthcare,21862.120000000003
C00039,Online Shopping,29506.0
C00039,Travel,91523.16
C00040,Bills & Utilities,1728.7
C00040,Dining,5559.48
C00040,Electronics,105129.72
C00040,Entertainment,6802.0
C00040,Fashion,42392.97
C00040,Fuel,3719.18
C00040,Groceries,16980.32
C00040,Healthcare,24619.5
C00040,Online Shopping,28291.019999999997
C00040,Travel,93487.20999999999
C00041,Bills & Utilities,10876.05
C00041,Dining,3601.51
C00041,Electronics,121985.19
C00041,Entertainment,8905.01
C00041,Fashion,23054.53
C00041,Fuel,8656.310000000001
C00041,Groceries,6513.639999999999
C00041,Healthcare,58350.350000000006
C00041,Online Shopping,39602.700000000004
C00041,Travel,113719.29000000001
C00042,Bills & Utilities,7562.08
C00042,Dining,2114.84
C00042,Electronics,151611.11
C00042,Entertainment,4274.08
C00042,Fashion,24157.03
C00042,Fuel,6432.96
C00042,Groceries,6400.64
C00042,Healthcare,41144.14
C00042,Online Shopping,6495.45
C00042,Travel,41045.25
C00043,Bills & Utilities,34655.25
C00043,Dining,4754.37
C00043,Electronics,119293.06
C00043,Entertainment,1770.84
C00043,Fashion,22424.96
C00043,Fuel,7486.28
C00043,Groceries,4582.94
C00043,Healthcare,52828.8
C00043,Online Shopping,19947.510000000002
C00043,Travel,4984.05
C00044,Bills & Utilities,27289.059999999998
C00044,Dining,5288.950000000001
C00044,Electronics,17676.64
C00044,Entertainment,1466.43
C00044,Fashion,44234.99
C00044,Fuel,11562.67
C00044,Groceries,7928.620000000001
C00044,Healthcare,18538.54
C00044,Online Shopping,13651.06
C00044,Travel,35173.07
C00045,Bills & Utilities,13768.060000000001
C00045,Dining,6925.46
C00045,Electronics,25469.34
C00045,Entertainment,2575.34
C00045,Fashion,11777.28
C00045,Fuel,11176.21
C00045,Groceries,7661.92
C00045,Healthcare,30881.79
C00045,Online Shopping,19243.76
C00045,Travel,136612.87
C00046,Bills & Utilities,22623.7
C00046,Dining,3228.7400000000002
C00046,Electronics,70647.34
C00046,Entertainment,3938.2700000000004
C00046,Fashion,49321.130000000005
C00046,Fuel,13721.619999999999
C00046,Groceries,5038.23
C00046,Healthcare,49768.75
C00046,Online Shopping,19125.9
C00046,Travel,42486.740000000005
C00047,Bills & Utilities,5515.43
C00047,Dining,4985.83
C00047,Electronics,190173.48
C00047,Entertainment,1868.83
C00047,Fashion,53998.58
C00047,Fuel,2735.54
C00047,Groceries,10873.91
C00047,Healthcare,69786.75
C00047,Online Shopping,50508.03999999999
C00047,Travel,5863.02
C00048,Bills & Utilities,30344.96
C00048,Dining,1579.93
C00048,Electronics,40188.32
C00048,Entertainment,2734.53
C00048,Fashion,21521.14
C00048,Fuel,6291.6900000000005
C00048,Groceries,5555.21
C00048,Healthcare,11875.84
C00048,Online Shopping,61220.74
C00048,Travel,137120.13
C00049,Bills & Utilities,6189.37
C00049,Dining,8700.92
C00049,Electronics,190605.93
C00049,Entertainment,16780.29
C00049,Fashion,41046.77
C00049,Fuel,7327.130000000001
C00049,Groceries,3563.4
C00049,Healthcare,37438.86
C00049,Online Shopping,9311.66
C00049,Travel,17448.89
C00050,Bills & Utilities,23398.93
C00050,Dining,3633.8999999999996
C00050,Electronics,68426.48999999999
C00050,Entertainment,6476.25
C00050,Fashion,26455.170000000002
C00050,Fuel,6702.07
C00050,Groceries,2944.74
C00050,Healthcare,46034.47
C00050,Online Shopping,36279.97
C00050,Travel,98073.14
C00051,Bills & Utilities,12352.82
C00051,Dining,4043.25
C00051,Electronics,25255.26
C00051,Entertainment,2598.5299999999997
C00051,Fashion,42251.56
C00051,Fuel,11008.49
C00051,Groceries,4394.13
C00051,Healthcare,9683.849999999999
C00051,Online Shopping,20656.17
C00051,Travel,110776.41
C00052,Bills & Utilities,6646.76
C00052,Dining,6450.6
C00052,Electronics,103789.28
C00052,Entertainment,6285.25
C00052,Fashion,28506.5
C00052,Fuel,10914.95
C00052,Groceries,11047.27
C00052,Healthcare,41605.89
C00052,Online Shopping,31780.839999999997
C00052,Travel,49272.619999999995
C00053,Bills & Utilities,19532.3
C00053,Dining,4307.0599999999995
C00053,Electronics,45079.04
C00053,Entertainment,12667.96
C00053,Fashion,38261.89
C00053,Fuel,13702.43
C00053,Groceries,4324.2
C00053,Healthcare,40915.35
C00053,Online Shopping,82718.47
C00053,Travel,29476.04
C00054,Bills & Utilities,20544.82
C00054,Dining,3903.63
C00054,Electronics,85963.47
C00054,Entertainment,3923.15
C00054,Fashion,32982.89
C00054,Fuel,16053.75
C00054,Groceries,5398.46
C00054,Healthcare,54599.11
C00054,Online Shopping,31688.31
C00054,Travel,138372.22
C00055,Bills & Utilities,20506.37
C00055,Dining,3874.06
C00055,Electronics,87662.06
C00055,Entertainment,5092.75
C00055,Fuel,7054.9
C00055,Groceries,4738.610000000001
C00055,Healthcare,22807.45
C00055,Online Shopping,39414.03
C00055,Travel,76435.58
C00056,Bills & Utilities,15900.05
C00056,Dining,9157.68
C00056,Electronics,98735.84000000001
C00056,Entertainment,6291.299999999999
C00056,Fashion,12718.269999999999
C00056,Fuel,16333.3
C00056,Groceries,6133.139999999999
C00056,Healthcare,17371.059999999998
C00056,Online Shopping,31777.489999999998
C00056,Travel,114241.38
C00057,Bills & Utilities,14862.9
C00057,Dining,4953.360000000001
C00057,Electronics,176105.88
C00057,Entertainment,5707.05
C00057,Fuel,6041.860000000001
C00057,Groceries,8539.17
C00057,Healthcare,59443.64
C00057,Online Shopping,14182.36
C00057,Travel,50936.34
C00058,Bills & Utilities,16778.77
C00058,Dining,2089.39
C00058,Electronics,58953.64
C00058,Entertainment,3558.4900000000002
C00058,Fashion,8182.48
C00058,Fuel,11766.560000000001
C00058,Groceries,9574.09
C00058,Healthcare,47477.55
C00058,Online Shopping,32414.42
C00058,Travel,48654.34
C00059,Dining,4696.889999999999
C00059,Electronics,209952.53
C00059,Entertainment,5684.18
C00059,Fashion,56311.21000000001
C00059,Fuel,15528.39
C00059,Healthcare,3305.36
C00059,Online Shopping,21678.84
C00059,Travel,104224.73000000001
C00060,Bills & Utilities,5499.22
C00060,Dining,3324.34
C00060,Electronics,114657.19
C00060,Entertainment,1971.8
C00060,Fashion,41264.2
C00060,Fuel,6199.78
C00060,Groceries,2470.51
C00060,Healthcare,38507.310000000005
C00060,Online Shopping,24001.03
C00060,Travel,46143.89
C00061,Bills & Utilities,27303.309999999998
C00061,Dining,5278.84
C00061,Electronics,122771.87
C00061,Entertainment,7029.58
C00061,Fashion,4058.35
C00061,Fuel,1056.88
C00061,Groceries,1096.12
C00061,Online Shopping,41569.73
C00061,Travel,131340.13999999998
C00062,Bills & Utilities,21318.82
C00062,Dining,1594.67
C00062,Electronics,70417.15
C00062,Entertainment,3349.45
C00062,Fashion,41183.64
C00062,Fuel,4381.8099999999995
C00062,Healthcare,15608.179999999998
C00062,Online Shopping,17219.29
C00062,Travel,170307.49
C00063,Bills & Utilities,4918.97
C00063,Dining,4518.29
C00063,Electronics,79089.94
C00063,Entertainment,3514.1099999999997
C00063,Fashion,29460.33
C00063,Fuel,6849.8099999999995
C00063,Groceries,7229.92
C00063,Healthcare,53499.92
C00063,Online Shopping,12875.4
C00063,Travel,37510.01
C00064,Bills & Utilities,7992.91
C00064,Dining,5386.19
C00064,Electronics,61265.38
C00064,Entertainment,1246.22
C00064,Fashion,32898.95
C00064,Fuel,5092.02
C00064,Groceries,12892.31
C00064,Healthcare,37045.53
C00064,Online Shopping,22843.05
C00064,Travel,94543.54000000001
C00065,Bills & Utilities,5533.13
C00065,Dining,1135.14
C00065,Electronics,205806.53
C00065,Entertainment,3604.8
C00065,Fashion,33316.17
C00065,Fuel,5151.389999999999
C00065,Groceries,5389.24
C00065,Healthcare,10283.26
C00065,Online Shopping,72177.36
C00065,Travel,93919.72
C00066,Bills & Utilities,9325.99
C00066,Dining,6787.5599999999995
C00066,Electronics,5794.13
C00066,Entertainment,1198.97
C00066,Fashion,30905.81
C00066,Fuel,10395.75
C00066,Groceries,2804.48
C00066,Healthcare,1218.64
C00066,Online Shopping,35212.94
C00066,Travel,120647.84
C00067,Bills & Utilities,33890.770000000004
C00067,Dining,3768.24
C00067,Electronics,158787.97
C00067,Entertainment,900.56
C00067,Fashion,7815.04
C00067,Fuel,3841.33
C00067,Groceries,842.45
C00067,Healthcare,24885.440000000002
C00067,Online Shopping,34539.67
C00067,Travel,28590.07
C00068,Bills & Utilities,16068.9
C00068,Dining,3076.12
C00068,Electronics,173762.93
C00068,Entertainment,298.18
C00068,Fashion,17088.45
C00068,Fuel,9343.24
C00068,Groceries,5476.57
C00068,Healthcare,9326.9
C00068,Online Shopping,41502.78
C00068,Travel,106681.07
C00069,Bills & Utilities,11968.970000000001
C00069,Dining,402.27
C00069,Electronics,128186.10999999999
C00069,Entertainment,3980.44
C00069,Fashion,4115.349999999999
C00069,Fuel,22335.739999999998
C00069,Groceries,1582.62
C00069,Healthcare,39548.5
C00069,Online Shopping,50553.92
C00069,Travel,21019.46
C00070,Bills & Utilities,7189.93
C00070,Dining,1322.0700000000002
C00070,Entertainment,6364.61
C00070,Fashion,43935.26
C00070,Fuel,3326.49
C00070,Groceries,5843.73
C00070,Healthcare,37090.26
C00070,Online Shopping,56946.350000000006
C00070,Travel,7550.44
C00071,Bills & Utilities,16379.11
C00071,Dining,4991.74
C00071,Electronics,108430.31
C00071,Entertainment,5657.33
C00071,Fashion,31627.49
C00071,Fuel,4204.37
C00071,Groceries,1531.81
C00071,Healthcare,55925.24
C00071,Online Shopping,43370.41
C00071,Travel,66830.28
C00072,Bills & Utilities,11695.289999999999
C00072,Dining,2666.63
C00072,Electronics,30464.260000000002
C00072,Entertainment,739.73
C00072,Fuel,2182.81
C00072,Groceries,564.16
C00072,Healthcare,36302.92
C00072,Online Shopping,36522.9
C00072,Travel,27793.699999999997
C00073,Bills & Utilities,19242.6
C00073,Dining,5303.55
C00073,Electronics,100152.12
C00073,Entertainment,5687.58
C00073,Fashion,14757.880000000001
C00073,Fuel,2843.2599999999998
C00073,Groceries,4763.360000000001
C00073,Healthcare,10158.51
C00073,Online Shopping,23038.870000000003
C00073,Travel,36721.47
C00074,Bills & Utilities,14689.16
C00074,Dining,5484.1900000000005
C00074,Electronics,258009.84
C00074,Entertainment,8566.68
C00074,Fashion,41275.0
C00074,Fuel,3459.54
C00074,Groceries,3667.46
C00074,Healthcare,52295.46
C00074,Online Shopping,346.79
C00074,Travel,63007.58
C00075,Bills & Utilities,20297.59
C00075,Dining,1592.72
C00075,Electronics,50846.13
C00075,Entertainment,6383.75
C00075,Fashion,20462.690000000002
C00075,Fuel,10577.36
C00075,Groceries,5161.52
C00075,Healthcare,86200.45999999999
C00075,Online Shopping,29565.6
C00075,Travel,58315.149999999994
C00076,Bills & Utilities,9760.23
C00076,Dining,2388.25
C00076,Electronics,93115.67
C00076,Entertainment,7052.450000000001
C00076,Fashion,8738.73
C00076,Fuel,5507.48
C00076,Groceries,5414.57
C00076,Healthcare,22645.02
C00076,Online Shopping,10273.17
C00076,Travel,67713.69
C00077,Bills & Utilities,5827.94
C00077,Dining,2157.1
C00077,Electronics,159133.06
C00077,Entertainment,13445.56
C00077,Fashion,18975.989999999998
C00077,Fuel,7162.5599999999995
C00077,Groceries,3247.7400000000002
C00077,Healthcare,25935.95
C00077,Online Shopping,40388.4
C00077,Travel,9272.06
C00078,Dining,5638.63
C00078,Electronics,30349.25
C00078,Entertainment,9098.01
C00078,Fuel,4615.93
C00078,Groceries,11037.79
C00078,Healthcare,52462.09
C00078,Online Shopping,51286.56
C00078,Travel,52915.240000000005
C00079,Bills & Utilities,26401.38
C00079,Dining,8814.76
C00079,Electronics,103204.15
C00079,Entertainment,3422.49
C00079,Fashion,9641.87
C00079,Fuel,3854.4
C00079,Groceries,3711.73
C00079,Healthcare,11562.68
C00079,Online Shopping,24779.9
C00079,Travel,68154.20999999999
C00080,Dining,3412.04
C00080,Electronics,101898.6
C00080,Entertainment,3586.13
C00080,Fashion,28442.32
C00080,Fuel,8756.07
C00080,Groceries,6408.17
C00080,Healthcare,28303.710000000003
C00080,Online Shopping,80265.61
C00080,Travel,6118.6
C00081,Bills & Utilities,7888.75
C00081,Dining,5070.93
C00081,Electronics,119903.54000000001
C00081,Entertainment,5372.8099999999995
C00081,Fashion,21708.28
C00081,Fuel,9594.28
C00081,Groceries,5684.16
C00081,Healthcare,35378.2
C00081,Online Shopping,30073.97
C00081,Travel,56956.29
C00082,Bills & Utilities,11072.84
C00082,Dining,3792.41
C00082,Electronics,184347.58000000002
C00082,Entertainment,3836.75
C00082,Fashion,25697.79
C00082,Fuel,6477.52
C00082,Groceries,12375.119999999999
C00082,Healthcare,52311.22
C00082,Online Shopping,68930.03
C00082,Travel,98098.24
C00083,Bills & Utilities,11256.8
C00083,Dining,7195.59
C00083,Electronics,59570.73
C00083,Entertainment,3739.3399999999997
C00083,Fashion,46862.1
C00083,Fuel,6041.41
C00083,Groceries,4489.96
C00083,Healthcare,46163.03
C00083,Online Shopping,43723.33
C00083,Travel,64145.71000000001
C00084,Bills & Utilities,10487.91
C00084,Dining,8102.55
C00084,Electronics,237034.1
C00084,Entertainment,6310.96
C00084,Fashion,56608.990000000005
C00084,Fuel,9367.04
C00084,Groceries,1711.52
C00084,Healthcare,51511.05
C00084,Online Shopping,32659.18
C00084,Travel,61009.22
C00085,Bills & Utilities,5549.51
C00085,Dining,2851.79
C00085,Entertainment,6799.78
C00085,Fashion,100503.31
C00085,Fuel,11218.51
C00085,Healthcare,94826.52
C00085,Travel,55440.55
C00086,Bills & Utilities,8266.91
C00086,Dining,2740.45
C00086,Electronics,206439.36
C00086,Entertainment,5554.36
C00086,Fashion,11436.39
C00086,Fuel,6670.33
C00086,Groceries,4388.5599999999995
C00086,Healthcare,43717.31
C00086,Travel,40844.04
C00087,Bills & Utilities,6053.610000000001
C00087,Dining,4008.81
C00087,Electronics,80573.52
C00087,Entertainment,9815.73
C00087,Fashion,42134.55
C00087,Fuel,10235.75
C00087,Groceries,11968.08
C00087,Healthcare,36293.049999999996
C00087,Online Shopping,25583.63
C00087,Travel,96271.47
C00088,Bills & Utilities,9908.2
C00088,Dining,7296.9400000000005
C00088,Electronics,85053.18
C00088,Entertainment,7150.5
C00088,Fashion,27242.55
C00088,Fuel,14235.36
C00088,Groceries,7051.46
C00088,Healthcare,37590.08
C00088,Online Shopping,12500.27
C00088,Travel,28390.559999999998
C00089,Bills & Utilities,30262.83
C00089,Dining,7180.83
C00089,Electronics,222631.78
C00089,Entertainment,4411.62
C00089,Fashion,28126.98
C00089,Fuel,4699.03
C00089,Groceries,15693.58
C00089,Healthcare,52173.21
C00089,Online Shopping,44317.39
C00089,Travel,67606.32
C00090,Bills & Utilities,20401.9
C00090,Dining,8249.69
C00090,Electronics,129166.04000000001
C00090,Entertainment,4167.75
C00090,Fashion,28469.99
C00090,Fuel,10296.56
C00090,Groceries,9554.9
C00090,Healthcare,5769.48
C00090,Online Shopping,16229.86
C00090,Travel,50346.74
C00091,Bills & Utilities,6307.6
C00091,Dining,4570.27
C00091,Electronics,248526.7
C00091,Entertainment,3626.8900000000003
C00091,Fashion,21490.239999999998
C00091,Fuel,3458.45
C00091,Groceries,5308.85
C00091,Healthcare,43243.78
C00091,Online Shopping,25969.620000000003
C00091,Travel,120127.53
C00092,Bills & Utilities,26193.350000000002
C00092,Dining,3625.41
C00092,Electronics,117549.92
C00092,Entertainment,3490.16
C00092,Fashion,27904.73
C00092,Fuel,4352.29
C00092,Groceries,3860.24
C00092,Healthcare,7064.66
C00092,Online Shopping,11109.63
C00092,Travel,47765.75
C00093,Bills & Utilities,29051.59
C00093,Dining,6014.6900000000005
C00093,Electronics,104700.51999999999
C00093,Entertainment,4587.57
C00093,Fashion,37736.68
C00093,Fuel,2286.1
C00093,Groceries,2348.5
C00093,Healthcare,4245.44
C00093,Online Shopping,22241.739999999998
C00093,Travel,32833.149999999994
C00094,Bills & Utilities,8906.1
C00094,Dining,8396.64
C00094,Electronics,28345.1
C00094,Entertainment,1072.67
C00094,Fashion,43316.56
C00094,Fuel,11064.15
C00094,Groceries,7245.23
C00094,Healthcare,23319.059999999998
C00094,Online Shopping,44738.33
C00094,Travel,128253.8
C00095,Bills & Utilities,12810.16
C00095,Dining,5689.32
C00095,Electronics,163558.66
C00095,Entertainment,4203.54
C00095,Fashion,16123.49
C00095,Fuel,5515.21
C00095,Healthcare,19254.93
C00095,Online Shopping,40511.67
