customer_id,month,amount
C00009,2024-02,12851.32
C00009,2024-03,34835.65
C00009,2024-04,17784.190000000002
C00009,2024-07,1871.49
C00009,2024-08,189.56
C00009,2024-09,719.45
C00009,2024-11,23219.65
C00009,2025-01,8234.53
C00009,2025-02,1309.13
C00009,2025-03,827.09
C00009,2025-04,4089.67
C00009,2025-06,17501.24
C00009,2025-07,85801.24
C00009,2025-11,45900.29
C00009,2025-12,6907.14
C00010,2024-02,1890.91
C00010,2024-03,20169.78
C00010,2024-05,2695.89
C00010,2024-06,15638.27
C00010,2024-07,1736.36
C00010,2024-08,285.35
C00010,2024-09,2728.98
C00010,2024-10,1411.32
C00010,2024-12,15444.15
C00010,2025-01,791.51
C00010,2025-02,37384.0
C00010,2025-04,10406.52
C00010,2025-05,17039.19
C00010,2025-08,32286.38
C00010,2025-09,1747.63
C00010,2025-10,24396.44
C00011,2024-01,1721.63
C00011,2024-02,1207.3
C00011,2024-03,20578.28
C00011,2024-04,39667.299999999996
C00011,2024-05,1481.51
C00011,2024-07,1797.36
C00011,2024-08,2348.2
C00011,2024-09,2689.68
C00011,2024-10,19023.239999999998
C00011,2024-11,24194.31
C00011,2024-12,20356.739999999998
C00011,2025-02,27149.51
C00011,2025-03,3019.5299999999997
C00011,2025-04,68658.2
C00011,2025-05,1632.42
C00011,2025-06,1941.77
C00011,2025-07,34597.74
C00011,2025-09,65740.54000000001
C00011,2025-12,717.78
C00012,2024-01,23106.7
C00012,2024-03,4343.1900000000005
C00012,2024-04,48679.380000000005
C00012,2024-05,1413.72
C00012,2024-06,3676.15
C00012,2024-07,24811.620000000003
C00012,2024-09,17638.49
C00012,2024-10,2395.22
C00012,2024-11,3124.15
C00012,2024-12,28498.38
C00012,2025-01,6081.87
C00012,2025-02,631.94
C00012,2025-03,6626.37
C00012,2025-05,46487.229999999996
C00012,2025-06,16654.12
C00012,2025-07,14282.3
C00012,2025-08,1026.86
C00012,2025-09,12948.42
C00012,2025-11,4872.85
C00012,2025-12,17505.19
C00013,2024-01,1382.67
C00013,2024-02,41098.06
C00013,2024-03,3635.38
C00013,2024-04,22797.27
C00013,2024-05,18365.6
C00013,2024-07,6782.91
C00013,2024-08,1508.73
C00013,2024-09,37832.54
C00013,2024-10,15570.41
C00013,2024-11,115464.79000000001
C00013,2024-12,6434.11
C00013,2025-01,10104.380000000001
C00013,2025-03,5083.42
C00013,2025-04,23064.76
C00013,2025-05,5615.8
C00013,2025-06,46031.55
C00013,2025-07,25782.91
C00013,2025-08,22366.5
C00013,2025-09,19423.52
C00013,2025-11,11002.77
C00014,2024-01,2163.24
C00014,2024-02,5111.360000000001
C00014,2024-03,21636.16
C00014,2024-05,1072.48
C00014,2024-06,21940.47
C00014,2024-07,2268.97
C00014,2024-08,2662.36
C00014,2024-09,1773.41
C00014,2024-10,1939.53
C00014,2024-11,20683.43
C00014,2025-01,15041.84
C00014,2025-02,65028.22
C00014,2025-03,33156.94
C00014,2025-04,31090.32
C00014,2025-05,57646.850000000006
C00014,2025-07,5177.85
C00014,2025-08,8286.69
C00014,2025-09,3835.0299999999997
C00014,2025-10,8095.030000000001
C00014,2025-11,61440.82
C00014,2025-12,15166.41
C00015,2024-01,23258.559999999998
C00015,2024-02,2699.52
C00015,2024-03,17162.66
C00015,2024-04,4797.13
C00015,2024-05,10243.35
C00015,2024-07,9188.12
C00015,2024-08,2400.3999999999996
C00015,2024-11,1879.88
C00015,2025-01,1298.06
C00015,2025-03,55819.0
C00015,2025-04,2573.09
C00015,2025-05,2090.1800000000003
C00015,2025-06,6803.8
C00015,2025-07,5424.99
C00015,2025-08,2341.94
C00015,2025-09,8028.37
C00015,2025-10,6874.32
C00015,2025-11,11632.54
C00015,2025-12,2886.75
C00016,2024-01,70461.58
C00016,2024-02,18909.83
C00016,2024-03,5912.98
C00016,2024-04,3175.07
C00016,2024-05,12267.52
C00016,2024-06,3929.99
C00016,2024-07,37547.11
C00016,2024-08,53190.07
C00016,2024-10,16901.07
C00016,2024-11,38420.58
C00016,2024-12,16327.65
C00016,2025-02,4007.35
C00016,2025-03,3165.07
C00016,2025-05,57773.85
C00016,2025-06,2975.86
C00016,2025-09,11850.42
C00016,2025-10,61028.31
C00016,2025-11,446.66
C00016,2025-12,10475.49
C00017,2024-01,6669.13
C00017,2024-02,1009.48
C00017,2024-03,2010.11
C00017,2024-04,7402.48
C00017,2024-06,13154.24
C00017,2024-07,31475.09
C00017,2024-08,347.28
C00017,2024-09,7848.25
C00017,2024-10,37577.68
C00017,2024-11,546.34
C00017,2024-12,10751.0
C00017,2025-01,3547.5
C00017,2025-03,1903.13
C00017,2025-04,10427.74
C00017,2025-06,7222.67
C00017,2025-08,52100.81
C00017,2025-10,68669.01
C00017,2025-11,6768.58
C00017,2025-12,1120.53
C00018,2024-02,16496.850000000002
C00018,2024-03,22087.800000000003
C00018,2024-05,2177.5
C00018,2024-07,43222.87
C00018,2024-09,32007.89
C00018,2024-10,37269.93
C00018,2024-11,5014.4
C00018,2024-12,16279.67
C00018,2025-01,19712.78
C00018,2025-02,4155.55
C00018,2025-05,9858.28
C00018,2025-06,488.83
C00018,2025-11,108330.59
C00019,2024-01,1130.68
C00019,2024-03,4641.41
C00019,2024-04,1432.37
C00019,2024-07,4054.64
C00019,2024-08,11832.7
C00019,2024-09,7052.81
C00019,2024-10,26778.5
C00019,2024-11,3617.27
C00019,2024-12,30846.53
C00019,2025-01,12930.61
C00019,2025-02,31917.48
C00019,2025-03,40489.11
C00019,2025-04,1700.02
C00019,2025-05,91716.9
C00019,2025-06,19777.69
C00019,2025-07,1499.64
C00019,2025-08,67503.93
C00019,2025-10,16488.82
C00019,2025-11,7441.01
C00019,2025-12,7113.11
C00020,2024-01,263.34
C00020,2024-02,9545.21
C00020,2024-04,71211.16
C00020,2024-05,23219.97
C00020,2024-08,16486.94
C00020,2024-09,2930.28
C00020,2024-11,6230.5
C00020,2024-12,25096.87
C00020,2025-03,3698.81
C00020,2025-04,3405.49
C00020,2025-05,14416.15
C00020,2025-06,2392.18
C00020,2025-07,1104.43
C00020,2025-08,396.93
C00020,2025-09,4045.26
C00020,2025-10,1667.31
C00020,2025-12,44560.86
C00021,2024-02,19842.62
C00021,2024-03,47035.89
C00021,2024-04,1386.31
C00021,2024-05,2390.62
C00021,2024-08,265.46
C00021,2024-09,2425.93
C00021,2024-10,5743.1900000000005
C00021,2024-11,3067.2
C00021,2024-12,1375.18
C00021,2025-01,17148.59
C00021,2025-02,45866.93
C00021,2025-03,6262.139999999999
C00021,2025-05,271.21
C00021,2025-06,3814.81
C00021,2025-07,18697.969999999998
C00021,2025-08,50288.28
C00021,2025-09,14868.480000000001
C00021,2025-12,38466.47
C00022,2024-01,867.01
C00022,2024-03,29876.45
C00022,2024-05,10002.18
C00022,2024-06,32033.95
C00022,2024-07,57628.369999999995
C00022,2024-10,14095.98
C00022,2024-11,56089.869999999995
C00022,2024-12,48643.38
C00022,2025-01,6581.96
C00022,2025-02,3138.21
C00022,2025-05,32619.75
C00022,2025-06,8927.21
C00022,2025-07,21573.06
C00022,2025-08,1140.71
C00022,2025-09,3897.81
C00022,2025-10,24739.25
C00022,2025-11,14208.25
C00022,2025-12,173.17
C00023,2024-01,51037.22
C00023,2024-02,71142.64
C00023,2024-05,44093.85
C00023,2024-06,2659.69
C00023,2024-09,12431.449999999999
C00023,2024-10,97564.23000000001
C00023,2024-11,4660.24
C00023,2024-12,2439.34
C00023,2025-01,5936.58
C00023,2025-03,19037.21
C00023,2025-04,6345.93
C00023,2025-05,22360.11
C00023,2025-06,4509.69
C00023,2025-08,25427.65
C00023,2025-09,9065.36
C00023,2025-12,1613.99
C00024,2024-01,54117.869999999995
C00024,2024-02,46519.18
C00024,2024-03,2415.38
C00024,2024-05,4840.73
C00024,2024-08,26940.72
C00024,2024-10,1963.19
C00024,2024-11,32273.02
C00024,2024-12,57668.26
C00024,2025-01,18557.57
C00024,2025-02,49397.99
C00024,2025-03,1577.98
C00024,2025-06,5230.39
C00024,2025-07,12918.72
C00024,2025-08,7802.22
C00024,2025-09,15914.69
C00024,2025-10,2395.3
C00024,2025-11,19421.14
C00024,2025-12,1296.16
C00025,2024-01,21692.29
C00025,2024-02,3547.43
C00025,2024-05,35493.6
C00025,2024-06,8544.689999999999
C00025,2024-07,15079.189999999999
C00025,2024-08,22114.5
C00025,2024-09,25771.75
C00025,2024-11,5521.38
C00025,2024-12,3966.46
C00025,2025-01,5914.67
C00025,2025-02,427.34
C00025,2025-03,3888.61
C00025,2025-04,15456.87
C00025,2025-05,13699.53
C00025,2025-06,4355.38
C00025,2025-07,7966.33
C00025,2025-08,4964.71
C00025,2025-10,26988.42
C00025,2025-11,26210.489999999998
C00026,2024-01,5147.91
C00026,2024-03,17387.81
C00026,2024-05,1857.43
C00026,2024-07,79580.65
C00026,2024-08,8965.42
C00026,2024-09,1851.24
C00026,2024-11,2836.49
C00026,2024-12,14770.640000000001
C00026,2025-01,5882.35
C00026,2025-02,3895.34
C00026,2025-03,13617.23
C00026,2025-04,4894.76
C00026,2025-06,8992.52
C00026,2025-07,9956.769999999999
C00026,2025-08,62852.69
C00026,2025-10,19615.45
C00026,2025-12,48065.229999999996
C00027,2024-01,21328.719999999998
C00027,2024-02,1663.08
C00027,2024-04,4149.08
C00027,2024-05,4864.05
C00027,2024-06,10294.960000000001
C00027,2024-07,3750.7
C00027,2024-10,5515.97
C00027,2024-11,4699.79
C00027,2025-02,6754.1
C00027,2025-05,18509.54
C00027,2025-07,15779.68
C00027,2025-08,1309.59
C00027,2025-09,44390.7
C00027,2025-10,80253.41
C00027,2025-11,2866.12
C00027,2025-12,274.17
C00028,2024-01,3066.88
C00028,2024-02,15412.46
C00028,2024-05,19492.23
C00028,2024-06,12976.6
C00028,2024-07,47696.53
C00028,2024-08,40463.95
C00028,2024-09,27198.89
C00028,2024-10,1446.12
C00028,2024-11,16712.43
C00028,2025-01,9793.13
C00028,2025-02,14040.7
C00028,2025-03,18232.64
C00028,2025-05,38511.96
C00028,2025-07,2568.7200000000003
C00028,2025-08,28947.43
C00028,2025-10,23718.0
C00028,2025-11,1699.44
C00028,2025-12,2275.09
C00029,2024-02,1068.7
C00029,2024-04,3413.87
C00029,2024-05,4295.01
C00029,2024-07,19391.11
C00029,2024-08,24715.120000000003
C00029,2024-09,12838.35
C00029,2024-11,37187.85
C00029,2024-12,12657.18
C00029,2025-01,6975.44
C00029,2025-02,1832.2599999999998
C00029,2025-03,12931.86
C00029,2025-04,57065.67
C00029,2025-05,40406.54
C00029,2025-06,1008.67
C00029,2025-08,75428.42
C00029,2025-09,17208.66
C00029,2025-10,11941.92
C00029,2025-11,2215.83
C00029,2025-12,3051.91
C00030,2024-01,81369.23999999999
C00030,2024-02,8369.79
C00030,2024-03,8455.14
C00030,2024-09,23268.01
C00030,2024-10,17114.8
C00030,2024-12,52410.78
C00030,2025-01,1372.39
C00030,2025-04,21523.879999999997
C00030,2025-05,18791.14
C00030,2025-07,57139.68
C00030,2025-08,2784.2
C00030,2025-09,14229.84
C00030,2025-10,5440.64
C00030,2025-11,1777.05
C00030,2025-12,1183.23
C00031,2024-02,36370.19
C00031,2024-04,14093.050000000001
C00031,2024-07,1163.42
C00031,2024-09,15633.74
C00031,2024-11,11707.78
C00031,2024-12,8664.1
C00031,2025-02,3877.21
C00031,2025-04,42019.11
C00031,2025-06,1522.15
C00031,2025-07,50226.57
C00031,2025-08,128327.19
C00031,2025-11,1583.21
C00031,2025-12,561.66
C00032,2024-02,3727.03
C00032,2024-03,57048.55
C00032,2024-04,2123.53
C00032,2024-05,19477.07
C00032,2024-06,19311.23
C00032,2024-07,12168.16
C00032,2024-09,16038.010000000002
C00032,2024-10,6344.18
C00032,2024-11,20304.85
C00032,2025-01,12292.96
C00032,2025-02,3670.59
C00032,2025-03,35130.79
C00032,2025-04,19681.18
C00032,2025-05,841.02
C00032,2025-06,3038.2
C00032,2025-07,2106.54
C00032,2025-09,13108.99
C00032,2025-11,7677.24
C00033,2024-01,11099.34
C00033,2024-02,1044.18
C00033,2024-04,34721.38
C00033,2024-05,24134.05
C00033,2024-06,9945.3
C00033,2024-07,6208.79
C00033,2024-08,8497.64
C00033,2024-09,2495.61
C00033,2024-11,17747.22
C00033,2025-04,13309.199999999999
C00033,2025-05,26269.730000000003
C00033,2025-06,24438.67
C00033,2025-08,9064.97
C00033,2025-09,3804.52
C00034,2024-01,3602.51
C00034,2024-02,7583.400000000001
C00034,2024-03,3846.33
C00034,2024-04,48033.74
C00034,2024-07,17054.79
C00034,2024-08,21141.99
C00034,2024-09,5852.86
C00034,2024-10,18966.19
C00034,2024-11,18152.48
C00034,2024-12,26193.57
C00034,2025-01,6854.8
C00034,2025-02,46262.83
C00034,2025-03,38445.06
C00034,2025-04,21734.04
C00034,2025-05,707.44
C00034,2025-06,71167.3
C00034,2025-07,1027.2
C00034,2025-08,998.89
C00034,2025-09,18896.969999999998
C00034,2025-11,8998.61
C00034,2025-12,14382.0
C00035,2024-03,8937.61
C00035,2024-04,14068.11
C00035,2024-05,12450.24
C00035,2024-07,33644.0
C00035,2024-08,41741.13
C00035,2024-09,51263.56
C00035,2024-10,5289.25
C00035,2024-11,1971.56
C00035,2024-12,983.41
C00035,2025-01,6161.58
C00035,2025-02,50212.06
C00035,2025-03,14348.75
C00035,2025-04,2755.92
C00035,2025-05,7102.65
C00035,2025-06,45022.72
C00035,2025-07,2853.55
C00035,2025-09,18884.31
C00035,2025-10,20243.129999999997
C00035,2025-11,2508.92
C00035,2025-12,29746.2
C00036,2024-02,19949.56
C00036,2024-03,5383.98
C00036,2024-04,14119.53
C00036,2024-05,5273.87
C00036,2024-06,23631.980000000003
C00036,2024-07,36066.35
C00036,2024-09,2017.44
C00036,2024-10,2463.91
C00036,2024-11,17278.68
C00036,2024-12,103694.98
C00036,2025-01,1670.77
C00036,2025-03,77614.33
C00036,2025-04,5947.95
C00036,2025-05,19669.77
C00036,2025-06,5080.96
C00036,2025-07,3192.21
C00036,2025-08,37174.06
C00036,2025-10,37859.38
C00036,2025-11,35700.01
C00036,2025-12,2786.35
C00037,2024-04,46287.11
C00037,2024-06,5844.31
C00037,2024-07,13298.74
C00037,2024-08,10183.75
C00037,2024-09,46716.5
C00037,2024-10,61447.78999999999
C00037,2024-11,5831.76
C00037,2025-01,1135.08
C00037,2025-04,9180.14
C00037,2025-05,54236.67
C00037,2025-06,3525.89
C00037,2025-07,31861.32
C00037,2025-08,1750.3
C00037,2025-09,41347.1
C00037,2025-10,2793.7
C00037,2025-11,1303.38
C00037,2025-12,6164.22
C00038,2024-01,37366.240000000005
C00038,2024-02,2831.06
C00038,2024-03,17633.07
C00038,2024-04,34868.020000000004
C00038,2024-05,3717.0699999999997
C00038,2024-06,9197.59
C00038,2024-09,13988.66
C00038,2024-10,5132.82
C00038,2024-11,13335.65
C00038,2024-12,14954.710000000001
C00038,2025-01,11539.439999999999
C00038,2025-02,19979.42
C00038,2025-03,26554.08
C00038,2025-04,8684.96
C00038,2025-07,43813.07
C00038,2025-09,1543.64
C00038,2025-10,40181.32
C00039,2024-05,12274.49
C00039,2024-06,6765.3099999999995
C00039,2024-07,7739.74
C00039,2024-09,4113.11
C00039,2024-10,1808.73
C00039,2024-11,13653.27
C00039,2024-12,934.99
C00039,2025-02,50263.74
C00039,2025-03,50987.240000000005
C00039,2025-04,2198.4
C00039,2025-05,25575.93
C00039,2025-06,601.19
C00039,2025-10,33121.1
C00039,2025-12,39179.96
C00040,2024-01,1839.64
C00040,2024-02,32145.940000000002
C00040,2024-03,15525.77
C00040,2024-04,10698.79
C00040,2024-06,11487.68
C00040,2024-08,14812.27
C00040,2024-11,4585.83
C00040,2024-12,51812.47
C00040,2025-01,42334.38
C00040,2025-02,2556.57
C00040,2025-03,10261.76
C00040,2025-04,250.81
C00040,2025-05,6300.25
C00040,2025-06,3180.7599999999998
C00040,2025-07,12660.939999999999
C00040,2025-08,51663.70999999999
C00040,2025-09,12934.33
C00040,2025-10,31102.5
C00040,2025-11,1843.35
C00040,2025-12,10712.35
C00041,2024-01,26502.55
C00041,2024-03,35247.14
C00041,2024-04,52509.75
C00041,2024-05,1447.77
C00041,2024-07,35073.18
C00041,2024-08,14359.68
C00041,2024-09,21244.43
C00041,2024-10,35684.24
C00041,2024-11,7911.81
C00041,2025-01,23153.29
C00041,2025-03,3157.9
C00041,2025-04,29074.230000000003
C00041,2025-05,36245.61
C00041,2025-07,967.32
C00041,2025-09,17149.33
C00041,2025-10,1138.8
C00041,2025-11,36529.69
C00041,2025-12,17867.86
C00042,2024-01,6890.84
C00042,2024-02,37901.08
C00042,2024-03,10000.56
C00042,2024-04,2987.92
C00042,2024-05,2654.88
C00042,2024-07,1476.31
C00042,2024-09,3102.17
C00042,2024-10,701.16
C00042,2024-11,9312.02
C00042,2024-12,24395.72
C00042,2025-01,15063.59
C00042,2025-04,36211.0
C00042,2025-06,4193.38
C00042,2025-07,60308.380000000005
C00042,2025-08,49289.7
C00042,2025-09,2355.08
C00042,2025-10,9296.31
C00042,2025-11,7844.19
C00042,2025-12,7253.29
C00043,2024-01,1259.55
C00043,2024-02,2798.25
C00043,2024-03,48988.8
C00043,2024-07,16837.41
C00043,2024-08,2355.79
C00043,2024-09,51282.63
C00043,2024-10,2847.14
C00043,2024-11,4590.1
C00043,2024-12,2162.12
C00043,2025-01,25001.38
C00043,2025-02,2879.23
C00043,2025-03,5563.91
C00043,2025-04,11995.75
C00043,2025-06,53905.03
C00043,2025-07,3135.29
C00043,2025-09,26589.49
C00043,2025-11,6713.639999999999
C00043,2025-12,3822.55
C00044,2024-01,8649.31
C00044,2024-03,2283.86
C00044,2024-04,33926.42
C00044,2024-06,17676.64
C00044,2024-07,35611.31
C00044,2024-08,3371.36
C00044,2024-09,7400.6
C00044,2024-11,17120.73
C00044,2025-01,9842.0
C00044,2025-03,7960.039999999999
C00044,2025-05,12434.47
C00044,2025-07,3725.16
C00044,2025-08,4455.32
C00044,2025-09,10722.75
C00044,2025-11,2199.23
C00044,2025-12,5430.83
C00045,2024-02,1944.28
C00045,2024-03,1102.33
C00045,2024-04,11777.28
C00045,2024-05,1607.65
C00045,2024-06,43512.42
C00045,2024-07,8215.3
C00045,2024-08,21772.19
C00045,2024-09,3765.7799999999997
C00045,2024-10,1673.49
C00045,2024-12,11028.46
C00045,2025-01,13942.24
C00045,2025-02,1622.2
C00045,2025-03,27018.4
C00045,2025-04,21043.399999999998
C00045,2025-05,1920.66
C00045,2025-06,8640.56
C00045,2025-07,20909.55
C00045,2025-08,7675.26
C00045,2025-09,3524.54
C00045,2025-11,1441.7
C00045,2025-12,51954.340000000004
C00046,2024-01,2979.5
C00046,2024-02,7671.59
C00046,2024-04,36321.55
C00046,2024-05,201.69
C00046,2024-06,29292.24
C00046,2024-07,5099.99
C00046,2024-08,2865.93
C00046,2024-09,13194.5
C00046,2024-10,39337.97
C00046,2024-11,25538.5
C00046,2024-12,919.47
C00046,2025-01,7103.360000000001
C00046,2025-02,9794.900000000001
C00046,2025-03,22196.47
C00046,2025-04,288.68
C00046,2025-05,24920.07
C00046,2025-07,5141.45
C00046,2025-08,41038.85
C00046,2025-09,1840.63
C00046,2025-11,4153.08
C00047,2024-01,17574.22
C00047,2024-02,22581.690000000002
C00047,2024-03,33267.99
C00047,2024-04,20113.969999999998
C00047,2024-05,14341.69
C00047,2024-06,50682.19
C00047,2024-08,64242.29
C00047,2024-11,14815.77
C00047,2024-12,11990.91
C00047,2025-01,372.74
C00047,2025-02,19828.75
C00047,2025-03,18984.88
C00047,2025-06,4103.25
C00047,2025-07,4359.639999999999
C00047,2025-08,34346.31
C00047,2025-10,64703.119999999995
C00048,2024-01,845.92
C00048,2024-02,7034.41
C00048,2024-03,52638.28999999999
C00048,2024-04,539.95
C00048,2024-05,2270.85
C00048,2024-06,7907.86
C00048,2024-07,3683.45
C00048,2024-08,7134.58
C00048,2024-10,31337.66
C00048,2024-11,10326.08
C00048,2025-01,32225.01
C00048,2025-02,19626.86
C00048,2025-04,19861.27
C00048,2025-05,33262.05
C00048,2025-06,9617.07
C00048,2025-07,25640.39
C00048,2025-08,20724.25
C00048,2025-10,9740.99
C00048,2025-11,24015.55
C00049,2024-02,5957.07
C00049,2024-03,1246.34
C00049,2024-04,520.13
C00049,2024-05,71527.26999999999
C00049,2024-06,2526.85
C00049,2024-07,6134.48
C00049,2024-08,18722.78
C00049,2024-09,18208.14
C00049,2024-10,62684.92999999999
C00049,2024-11,3238.19
C00049,2025-01,558.51
C00049,2025-03,21073.99
C00049,2025-05,28509.77
C00049,2025-06,1155.89
C00049,2025-07,4256.88
C00049,2025-08,13779.17
C00049,2025-09,38301.479999999996
C00049,2025-10,3275.76
C00049,2025-11,34163.64
C00049,2025-12,2571.95
C00050,2024-01,21740.11
C00050,2024-02,3719.74
C00050,2024-03,26308.8
C00050,2024-04,2944.74
C00050,2024-05,11893.55
C00050,2024-06,36385.07
C00050,2024-07,517.18
C00050,2024-08,6274.07
C00050,2024-09,19159.09
C00050,2024-10,9933.87
C00050,2024-11,7667.45
C00050,2024-12,4827.28
C00050,2025-01,6197.13
C00050,2025-02,18415.97
C00050,2025-03,7293.24
C00050,2025-04,22574.59
C00050,2025-06,6734.27
C00050,2025-07,25516.18
C00050,2025-09,24250.73
C00050,2025-10,10473.18
C00050,2025-11,2421.65
C00050,2025-12,43177.24
C00051,2024-01,1139.73
C00051,2024-02,14719.859999999999
C00051,2024-04,2064.19
C00051,2024-05,15007.52
C00051,2024-07,2019.25
C00051,2024-08,9730.16
C00051,2024-09,6647.69
C00051,2024-10,6373.68
C00051,2024-11,26835.52
C00051,2024-12,2782.09
C00051,2025-02,14237.99
C00051,2025-03,25496.469999999998
C00051,2025-05,1794.23
C00051,2025-06,39938.93
C00051,2025-07,21156.14
C00051,2025-08,377.12
C00051,2025-09,3902.96
C00051,2025-11,46866.030000000006
C00051,2025-12,1930.91
C00052,2024-01,2824.23
C00052,2024-02,14819.130000000001
C00052,2024-03,9875.67
C00052,2024-04,760.57
C00052,2024-06,14354.039999999999
C00052,2024-07,1720.41
C00052,2024-08,30472.57
C00052,2024-09,12229.46
C00052,2024-10,2161.51
C00052,2024-11,3197.75
C00052,2025-01,13670.210000000001
C00052,2025-02,1198.45
C00052,2025-03,21525.0
C00052,2025-05,3733.9399999999996
C00052,2025-06,28171.05
C00052,2025-07,3346.74
C00052,2025-08,2897.15
C00052,2025-09,67775.81999999999
C00052,2025-10,51183.38
C00052,2025-11,10382.88
C00053,2024-01,12583.92
C00053,2024-02,17315.75
C00053,2024-03,13717.13
C00053,2024-04,31850.8
C00053,2024-06,2423.05
C00053,2024-07,5518.34
C00053,2024-08,2300.23
C00053,2024-09,17003.37
C00053,2024-10,10249.54
C00053,2024-12,11730.05
C00053,2025-01,5388.42
C00053,2025-02,10053.15
C00053,2025-03,18628.05
C00053,2025-04,1677.64
C00053,2025-05,17554.97
C00053,2025-06,12981.78
C00053,2025-07,11881.060000000001
C00053,2025-08,14467.0
C00053,2025-09,2866.67
C00053,2025-10,51500.020000000004
C00053,2025-11,19293.8
C00054,2024-01,69536.78
C00054,2024-03,16658.52
C00054,2024-05,56762.520000000004
C00054,2024-06,1312.08
